PublicationYear,PMID,Type
2013,23651288,JOURNAL ARTICLE
2013,23651287,JOURNAL ARTICLE
2013,23651286,JOURNAL ARTICLE
2013,23651285,JOURNAL ARTICLE
2013,23651283,EDITORIAL
2013,23651252,JOURNAL ARTICLE
2013,23651251,JOURNAL ARTICLE
2013,23651250,JOURNAL ARTICLE
2013,23651249,JOURNAL ARTICLE
2013,23651248,JOURNAL ARTICLE
2013,23651247,JOURNAL ARTICLE
2013,23651245,EDITORIAL
2013,23651206,JOURNAL ARTICLE
2013,23651205,JOURNAL ARTICLE
2013,23651204,LETTER
2013,23651203,JOURNAL ARTICLE
2013,23651157,JOURNAL ARTICLE
2013,23651156,JOURNAL ARTICLE
2013,23651155,JOURNAL ARTICLE
2013,23651154,JOURNAL ARTICLE
2013,23651153,LETTER
2013,23651152,JOURNAL ARTICLE
2013,23651115,JOURNAL ARTICLE
2013,23651114,JOURNAL ARTICLE
2013,23651113,LETTER
2013,23651112,JOURNAL ARTICLE
2013,23648649,JOURNAL ARTICLE
2013,23644416,JOURNAL ARTICLE
2012,23641260,JOURNAL ARTICLE
2012,23638057,JOURNAL ARTICLE
2013,23635770,JOURNAL ARTICLE
2013,23635097,JOURNAL ARTICLE
2013,23630315,JOURNAL ARTICLE
2013,23626997,JOURNAL ARTICLE
2013,23626588,JOURNAL ARTICLE
2013,23625964,JOURNAL ARTICLE
2013,23623436,JOURNAL ARTICLE
2013,23619462,JOURNAL ARTICLE
2013,23610415,JOURNAL ARTICLE
2013,23608522,LETTER
2013,23607865,JOURNAL ARTICLE
2013,23603936,JOURNAL ARTICLE
2013,23602394,JOURNAL ARTICLE
2013,23600819,JOURNAL ARTICLE
2013,23598317,NEWS
2013,23595083,JOURNAL ARTICLE
2012,23591892,JOURNAL ARTICLE
2013,23591051,EVALUATION STUDY
2013,23591049,JOURNAL ARTICLE
2013,23591047,COMPARATIVE STUDY
2013,23589456,JOURNAL ARTICLE
2012,23589443,JOURNAL ARTICLE
2012,23589416,JOURNAL ARTICLE
2013,23587939,JOURNAL ARTICLE
2013,23585277,JOURNAL ARTICLE
2013,23582487,COMPARATIVE STUDY
2013,23582486,COMPARATIVE STUDY
2013,23580552,JOURNAL ARTICLE
2012,23578899,JOURNAL ARTICLE
2013,23578488,JOURNAL ARTICLE
2013,23578487,JOURNAL ARTICLE
2013,23578486,EVALUATION STUDY
2012,23578462,JOURNAL ARTICLE
2013,23577007,JOURNAL ARTICLE
2012,23575629,JOURNAL ARTICLE
2013,23572529,JOURNAL ARTICLE
2013,23571273,JOURNAL ARTICLE
2012,23568786,JOURNAL ARTICLE
2013,23566941,HISTORICAL ARTICLE
2013,23566940,INTRODUCTORY JOURNAL ARTICLE
2013,23565062,JOURNAL ARTICLE
2013,23562606,JOURNAL ARTICLE
2013,23560327,JOURNAL ARTICLE
2013,23560087,JOURNAL ARTICLE
2012,23558037,JOURNAL ARTICLE
2012,23557488,JOURNAL ARTICLE
2013,23556969,JOURNAL ARTICLE
2012,23555208,JOURNAL ARTICLE
2012,23555205,JOURNAL ARTICLE
2012,23545442,JOURNAL ARTICLE
2012,23542013,JOURNAL ARTICLE
2012,23540422,JOURNAL ARTICLE
2012,23540421,JOURNAL ARTICLE
2013,23540288,JOURNAL ARTICLE
2012,23537815,JOURNAL ARTICLE
2013,23532178,JOURNAL ARTICLE
2013,23529070,COMMENT
2012,23528949,JOURNAL ARTICLE
2013,23526588,JOURNAL ARTICLE
2012,23522654,JOURNAL ARTICLE
2012,23521798,JOURNAL ARTICLE
2013,23520920,JOURNAL ARTICLE
2012,23519680,JOURNAL ARTICLE
2013,23519158,JOURNAL ARTICLE
2013,23515190,JOURNAL ARTICLE
2013,23511899,JOURNAL ARTICLE
2012,23510903,JOURNAL ARTICLE
2012,23510698,JOURNAL ARTICLE
2012,23507038,JOURNAL ARTICLE
2012,23490213,JOURNAL ARTICLE
2013,23488968,JOURNAL ARTICLE
2013,23486033,NEWS
2013,23485824,JOURNAL ARTICLE
2012,23483947,JOURNAL ARTICLE
2012,23477741,JOURNAL ARTICLE
2013,23477407,JOURNAL ARTICLE
2013,23474618,JOURNAL ARTICLE
2012,23473970,JOURNAL ARTICLE
2012,23473968,JOURNAL ARTICLE
2013,23470993,JOURNAL ARTICLE
2012,23470561,JOURNAL ARTICLE
2012,23468999,JOURNAL ARTICLE
2012,23468883,JOURNAL ARTICLE
2012,23467918,JOURNAL ARTICLE
2013,23461595,JOURNAL ARTICLE
2013,23457785,ENGLISH ABSTRACT
2012,23454348,JOURNAL ARTICLE
2012,23452220,JOURNAL ARTICLE
2013,23444142,JOURNAL ARTICLE
2013,23443149,JOURNAL ARTICLE
2012,23442873,JOURNAL ARTICLE
2013,23438869,JOURNAL ARTICLE
2012,23434891,JOURNAL ARTICLE
2012,23433955,JOURNAL ARTICLE
2013,23426787,EDITORIAL
2013,23419209,HISTORICAL ARTICLE
2013,23417805,JOURNAL ARTICLE
2013,23417804,JOURNAL ARTICLE
2013,23413816,JOURNAL ARTICLE
2013,23412545,JOURNAL ARTICLE
2013,23412367,JOURNAL ARTICLE
2013,23411994,JOURNAL ARTICLE
2013,23411668,JOURNAL ARTICLE
2012,23410378,JOURNAL ARTICLE
2013,23407519,NEWS
2012,23403071,JOURNAL ARTICLE
2012,23397485,JOURNAL ARTICLE
2012,23396014,JOURNAL ARTICLE
2012,23395674,JOURNAL ARTICLE
2012,23394960,JOURNAL ARTICLE
2012,23394558,JOURNAL ARTICLE
2013,23393187,JOURNAL ARTICLE
2011,23386958,JOURNAL ARTICLE
2012,23385595,JOURNAL ARTICLE
2013,23385146,JOURNAL ARTICLE
2011,23383119,JOURNAL ARTICLE
2013,23382222,JOURNAL ARTICLE
2012,23377379,JOURNAL ARTICLE
2012,23374631,JOURNAL ARTICLE
2012,23374484,JOURNAL ARTICLE
2013,23373985,JOURNAL ARTICLE
2013,23373982,JOURNAL ARTICLE
2013,23371936,JOURNAL ARTICLE
2012,23370546,JOURNAL ARTICLE
2012,23369275,JOURNAL ARTICLE
2013,23367182,JOURNAL ARTICLE
2013,23367165,JOURNAL ARTICLE
2013,23363022,JOURNAL ARTICLE
2013,25750689,JOURNAL ARTICLE
2012,23358812,JOURNAL ARTICLE
2012,23355834,JOURNAL ARTICLE
2012,23354052,JOURNAL ARTICLE
2012,23352241,JOURNAL ARTICLE
2013,23350529,JOURNAL ARTICLE
2012,23340847,JOURNAL ARTICLE
2012,23340842,JOURNAL ARTICLE
2012,23340840,JOURNAL ARTICLE
2013,23340599,JOURNAL ARTICLE
2013,23336016,JOURNAL ARTICLE
2013,23330793,JOURNAL ARTICLE
2013,23328086,JOURNAL ARTICLE
2012,23326235,JOURNAL ARTICLE
2013,23316570,HISTORICAL ARTICLE
2013,23316565,HISTORICAL ARTICLE
2013,23311580,EDITORIAL
2012,23305072,JOURNAL ARTICLE
2012,23299564,CONGRESS
2013,23297225,JOURNAL ARTICLE
2012,23295892,JOURNAL ARTICLE
2012,23284967,JOURNAL ARTICLE
2013,23281367,EDITORIAL
2012,23281326,JOURNAL ARTICLE
2012,23281034,JOURNAL ARTICLE
2012,23280013,JOURNAL ARTICLE
2013,25346777,JOURNAL ARTICLE
2013,25024167,JOURNAL ARTICLE
2013,25024067,JOURNAL ARTICLE
2013,25023877,REVIEW
2013,25023719,REVIEW
2013,25022769,REVIEW
2013,25022311,REVIEW
2013,24709875,JOURNAL ARTICLE
2013,24688733,JOURNAL ARTICLE
2012,23271961,JOURNAL ARTICLE
2012,23270737,JOURNAL ARTICLE
2012,23257193,JOURNAL ARTICLE
2012,23256865,JOURNAL ARTICLE
2012,23248313,JOURNAL ARTICLE
2012,23248280,JOURNAL ARTICLE
2012,23246524,JOURNAL ARTICLE
2012,23246522,JOURNAL ARTICLE
2012,23246436,JOURNAL ARTICLE
2012,23246298,JOURNAL ARTICLE
2012,23246154,JOURNAL ARTICLE
2012,23245728,JOURNAL ARTICLE
2012,23242944,JOURNAL ARTICLE
2012,23235869,NEWS
2012,23232904,JOURNAL ARTICLE
2012,23230569,JOURNAL ARTICLE
2012,23227985,JOURNAL ARTICLE
2012,23227477,INTERVIEW
2011,23226588,JOURNAL ARTICLE
2012,23224050,JOURNAL ARTICLE
2012,23222827,LETTER
2012,23219343,JOURNAL ARTICLE
2012,23215937,JOURNAL ARTICLE
2012,23215257,EVALUATION STUDY
2012,23208616,JOURNAL ARTICLE
2012,23206756,JOURNAL ARTICLE
2012,23196149,JOURNAL ARTICLE
2012,23184740,JOURNAL ARTICLE
2012,23184489,JOURNAL ARTICLE
2012,23183588,JOURNAL ARTICLE
2012,23183303,JOURNAL ARTICLE
2012,23181457,JOURNAL ARTICLE
2011,23177739,JOURNAL ARTICLE
2012,23177191,JOURNAL ARTICLE
2012,23176458,JOURNAL ARTICLE
2012,23174674,JOURNAL ARTICLE
2012,23165920,JOURNAL ARTICLE
2012,23165100,JOURNAL ARTICLE
2012,23164579,JOURNAL ARTICLE
2012,23162906,ENGLISH ABSTRACT
2012,23159126,JOURNAL ARTICLE
2012,23155065,JOURNAL ARTICLE
2012,23152939,JOURNAL ARTICLE
2012,23149342,JOURNAL ARTICLE
2012,23144809,JOURNAL ARTICLE
2012,23142093,EDITORIAL
2012,23141850,JOURNAL ARTICLE
2012,23141693,JOURNAL ARTICLE
2012,23140833,JOURNAL ARTICLE
2012,23140549,JOURNAL ARTICLE
2012,23140229,JOURNAL ARTICLE
2012,23139740,JOURNAL ARTICLE
2012,23134565,JOURNAL ARTICLE
2012,23132116,NEWS
2012,23129650,JOURNAL ARTICLE
2012,23127832,JOURNAL ARTICLE
2012,23124392,JOURNAL ARTICLE
2012,23122741,JOURNAL ARTICLE
2012,23112794,JOURNAL ARTICLE
2012,23112180,JOURNAL ARTICLE
2012,23110718,EDITORIAL
2012,23110173,JOURNAL ARTICLE
2012,23097750,JOURNAL ARTICLE
2012,23097749,JOURNAL ARTICLE
2012,23095278,JOURNAL ARTICLE
2012,23093602,JOURNAL ARTICLE
2012,23091059,JOURNAL ARTICLE
2012,23089683,JOURNAL ARTICLE
2012,23086573,JOURNAL ARTICLE
2012,23084940,JOURNAL ARTICLE
2012,23083487,JOURNAL ARTICLE
2012,23083014,JOURNAL ARTICLE
2012,23080251,JOURNAL ARTICLE
2012,23080247,JOURNAL ARTICLE
2012,23080245,JOURNAL ARTICLE
2012,23080243,JOURNAL ARTICLE
2012,23076870,JOURNAL ARTICLE
2012,23071327,JOURNAL ARTICLE
2012,23067680,JOURNAL ARTICLE
2012,23066823,JOURNAL ARTICLE
2012,23066669,JOURNAL ARTICLE
2012,23066081,JOURNAL ARTICLE
2012,23060967,JOURNAL ARTICLE
2012,23059979,JOURNAL ARTICLE
2012,23059001,JOURNAL ARTICLE
2012,23054953,JOURNAL ARTICLE
2012,23052445,JOURNAL ARTICLE
2012,23050836,JOURNAL ARTICLE
2012,23049529,JOURNAL ARTICLE
2012,23047749,JOURNAL ARTICLE
2012,23043589,CONGRESS
2012,23042538,JOURNAL ARTICLE
2012,23042452,JOURNAL ARTICLE
2012,23042340,NEWS
2012,23041931,JOURNAL ARTICLE
2012,23041241,JOURNAL ARTICLE
2012,23040969,JOURNAL ARTICLE
2012,23039994,JOURNAL ARTICLE
2012,23036923,JOURNAL ARTICLE
2012,23036357,JOURNAL ARTICLE
2012,23023962,JOURNAL ARTICLE
2012,23023598,JOURNAL ARTICLE
2012,22990473,JOURNAL ARTICLE
2012,22989145,JOURNAL ARTICLE
2012,22985679,JOURNAL ARTICLE
2012,22984162,JOURNAL ARTICLE
2012,22983089,JOURNAL ARTICLE
2012,22982517,JOURNAL ARTICLE
2012,22975357,JOURNAL ARTICLE
2012,22967180,JOURNAL ARTICLE
2012,22963237,JOURNAL ARTICLE
2012,22955695,JOURNAL ARTICLE
2012,22951051,JOURNAL ARTICLE
2012,22950875,JOURNAL ARTICLE
2012,22949707,JOURNAL ARTICLE
2012,22947262,JOURNAL ARTICLE
2012,22947166,JOURNAL ARTICLE
2012,22941632,JOURNAL ARTICLE
2012,22941086,JOURNAL ARTICLE
2012,22936991,JOURNAL ARTICLE
2012,22935101,JOURNAL ARTICLE
2012,22934039,JOURNAL ARTICLE
2012,22931893,JOURNAL ARTICLE
2012,22927389,JOURNAL ARTICLE
2012,22927376,JOURNAL ARTICLE
2012,22927243,JOURNAL ARTICLE
2012,22927166,JOURNAL ARTICLE
2012,22926929,JOURNAL ARTICLE
2012,22922761,JOURNAL ARTICLE
2012,22916492,ENGLISH ABSTRACT
2012,22916228,JOURNAL ARTICLE
2012,22911685,JOURNAL ARTICLE
2012,22911272,JOURNAL ARTICLE
2012,22907568,JOURNAL ARTICLE
2012,22907209,JOURNAL ARTICLE
2012,22907082,JOURNAL ARTICLE
2012,22906627,EDITORIAL
2012,22905695,EDITORIAL
2012,22905240,JOURNAL ARTICLE
2012,22905136,JOURNAL ARTICLE
2012,22896804,JOURNAL ARTICLE
2012,22896696,JOURNAL ARTICLE
2012,22895798,JOURNAL ARTICLE
2012,22895338,JOURNAL ARTICLE
2012,22895337,JOURNAL ARTICLE
2012,22890821,JOURNAL ARTICLE
2012,22875988,JOURNAL ARTICLE
2012,22874981,COMMENT
2012,22873118,JOURNAL ARTICLE
2012,22870859,JOURNAL ARTICLE
2012,22870858,JOURNAL ARTICLE
2012,22863014,JOURNAL ARTICLE
2012,22858803,JOURNAL ARTICLE
2012,22857952,EDITORIAL
2012,22850067,EVALUATION STUDY
2011,22848349,JOURNAL ARTICLE
2012,22847404,JOURNAL ARTICLE
2012,22841722,JOURNAL ARTICLE
2012,22841504,JOURNAL ARTICLE
2012,22839502,JOURNAL ARTICLE
2012,22833495,JOURNAL ARTICLE
2011,22829755,JOURNAL ARTICLE
2012,22822710,JOURNAL ARTICLE
2011,22820316,JOURNAL ARTICLE
2012,22820255,JOURNAL ARTICLE
2012,22819494,JOURNAL ARTICLE
2012,22818777,JOURNAL ARTICLE
2012,22810207,JOURNAL ARTICLE
2012,22809139,JOURNAL ARTICLE
2012,22803389,INTRODUCTORY JOURNAL ARTICLE
2011,22802936,JOURNAL ARTICLE
2012,22792156,JOURNAL ARTICLE
2012,22789133,LETTER
2012,22784602,JOURNAL ARTICLE
2012,22781685,NEWS
2012,22779681,JOURNAL ARTICLE
2012,22773812,JOURNAL ARTICLE
2012,22768221,JOURNAL ARTICLE
2012,22768162,JOURNAL ARTICLE
2012,22768112,JOURNAL ARTICLE
2012,22766485,JOURNAL ARTICLE
2011,22763440,JOURNAL ARTICLE
2012,22763004,JOURNAL ARTICLE
2012,22760202,JOURNAL ARTICLE
2012,22751502,JOURNAL ARTICLE
2012,22744619,JOURNAL ARTICLE
2012,22742413,JOURNAL ARTICLE
2012,22737599,JOURNAL ARTICLE
2012,22737598,LETTER
2012,22731523,JOURNAL ARTICLE
2012,22728767,JOURNAL ARTICLE
2012,22728424,JOURNAL ARTICLE
2012,22727029,JOURNAL ARTICLE
2011,22722847,JOURNAL ARTICLE
2012,22722235,JOURNAL ARTICLE
2012,22721864,JOURNAL ARTICLE
2012,22721803,JOURNAL ARTICLE
2012,22718979,JOURNAL ARTICLE
2012,22718978,JOURNAL ARTICLE
2012,22718970,JOURNAL ARTICLE
2012,22716313,JOURNAL ARTICLE
2012,22711131,JOURNAL ARTICLE
2011,22710185,JOURNAL ARTICLE
2011,22710184,JOURNAL ARTICLE
2011,22710183,JOURNAL ARTICLE
2012,22710182,JOURNAL ARTICLE
2012,22710181,JOURNAL ARTICLE
2012,22710180,JOURNAL ARTICLE
2012,22710179,JOURNAL ARTICLE
2011,22710178,JOURNAL ARTICLE
2012,22710175,JOURNAL ARTICLE
2012,22710162,JOURNAL ARTICLE
2012,22710159,JOURNAL ARTICLE
2012,22710156,JOURNAL ARTICLE
2012,22710154,JOURNAL ARTICLE
2012,22707949,JOURNAL ARTICLE
2012,22705793,JOURNAL ARTICLE
2012,22704968,JOURNAL ARTICLE
2012,22701113,JOURNAL ARTICLE
2012,22700437,JOURNAL ARTICLE
2012,22699939,JOURNAL ARTICLE
2012,22698730,JOURNAL ARTICLE
2012,22691580,INTRODUCTORY JOURNAL ARTICLE
2012,22687322,EDITORIAL
2012,22434446,JOURNAL ARTICLE
2012,22685543,JOURNAL ARTICLE
2012,22685389,JOURNAL ARTICLE
2012,22684885,JOURNAL ARTICLE
2012,22683525,JOURNAL ARTICLE
2012,22682889,JOURNAL ARTICLE
2012,22682075,JOURNAL ARTICLE
2012,22680308,JOURNAL ARTICLE
2012,22679443,JOURNAL ARTICLE
2012,22679283,JOURNAL ARTICLE
2012,22676891,JOURNAL ARTICLE
2012,22676890,JOURNAL ARTICLE
2012,22673064,JOURNAL ARTICLE
2011,22672814,JOURNAL ARTICLE
2012,22664341,JOURNAL ARTICLE
2012,22659185,JOURNAL ARTICLE
2012,22658939,JOURNAL ARTICLE
2010,22654996,JOURNAL ARTICLE
2010,22654993,JOURNAL ARTICLE
2012,22653442,JOURNAL ARTICLE
2012,22651991,JOURNAL ARTICLE
2012,22649052,JOURNAL ARTICLE
2012,22649041,JOURNAL ARTICLE
2012,22647231,JOURNAL ARTICLE
2012,22641847,JOURNAL ARTICLE
2012,22639735,JOURNAL ARTICLE
2012,22639227,JOURNAL ARTICLE
2012,22636001,JOURNAL ARTICLE
2012,22633067,JOURNAL ARTICLE
2012,22629571,JOURNAL ARTICLE
2011,22629451,JOURNAL ARTICLE
2012,22627925,JOURNAL ARTICLE
2012,22624028,JOURNAL ARTICLE
2012,22616867,JOURNAL ARTICLE
2012,23825242,JOURNAL ARTICLE
2012,22615351,JOURNAL ARTICLE
2012,22609335,JOURNAL ARTICLE
2012,22609142,JOURNAL ARTICLE
2012,22606764,JOURNAL ARTICLE
2012,22606757,JOURNAL ARTICLE
2012,22605553,JOURNAL ARTICLE
2012,22596318,JOURNAL ARTICLE
2012,22596205,JOURNAL ARTICLE
2012,22596204,JOURNAL ARTICLE
2012,22596203,JOURNAL ARTICLE
2012,22591687,JOURNAL ARTICLE
2012,22589698,JOURNAL ARTICLE
2012,22586844,JOURNAL ARTICLE
2012,22586843,JOURNAL ARTICLE
2012,22586842,JOURNAL ARTICLE
2012,22586841,JOURNAL ARTICLE
2012,22586840,JOURNAL ARTICLE
2012,22586357,JOURNAL ARTICLE
2011,22585056,JOURNAL ARTICLE
2012,22580366,COMMENT
2012,22580058,JOURNAL ARTICLE
2012,22577777,JOURNAL ARTICLE
2012,22577029,JOURNAL ARTICLE
2012,22574922,CONGRESS
2012,22572786,JOURNAL ARTICLE
2012,22565375,JOURNAL ARTICLE
2012,22560158,JOURNAL ARTICLE
2012,22559214,JOURNAL ARTICLE
2011,22558529,JOURNAL ARTICLE
2012,22553251,"CLINICAL TRIAL, PHASE II"
2012,22550932,INTERVIEW
2012,22536957,JOURNAL ARTICLE
2012,22536954,INTRODUCTORY JOURNAL ARTICLE
2012,22542702,JOURNAL ARTICLE
2012,22542625,JOURNAL ARTICLE
2011,22539946,JOURNAL ARTICLE
2011,22536398,JOURNAL ARTICLE
2011,22535577,JOURNAL ARTICLE
2012,22531117,JOURNAL ARTICLE
2012,22530199,JOURNAL ARTICLE
2012,22527010,JOURNAL ARTICLE
2012,22520748,COMMENT
2011,22516742,JOURNAL ARTICLE
2012,22510661,NEWS
2012,22509035,JOURNAL ARTICLE
2012,22503237,JOURNAL ARTICLE
2012,22493710,JOURNAL ARTICLE
2012,22492712,JOURNAL ARTICLE
2012,22483986,JOURNAL ARTICLE
2012,22483202,JOURNAL ARTICLE
2012,22481347,LETTER
2012,22481296,JOURNAL ARTICLE
2012,22481223,JOURNAL ARTICLE
2011,22480399,JOURNAL ARTICLE
2011,22479199,JOURNAL ARTICLE
2012,22475981,JOURNAL ARTICLE
2012,22468854,EDITORIAL
2012,22468602,JOURNAL ARTICLE
2011,22465795,JOURNAL ARTICLE
2012,22465683,EDITORIAL
2012,22465147,CONGRESS
2011,22463687,JOURNAL ARTICLE
2012,23935264,JOURNAL ARTICLE
2012,22461398,CONGRESS
2012,22454498,JOURNAL ARTICLE
2012,22452649,JOURNAL ARTICLE
2011,22446835,JOURNAL ARTICLE
2011,22446641,JOURNAL ARTICLE
2011,22442681,JOURNAL ARTICLE
2011,22425659,JOURNAL ARTICLE
2012,22422837,JOURNAL ARTICLE
2012,23651073,COMPARATIVE STUDY
2012,23651072,LETTER
2012,23651071,LETTER
2012,22409364,NEWS
2011,22406111,JOURNAL ARTICLE
2011,22404922,JOURNAL ARTICLE
2012,22404769,EDITORIAL
2012,22389484,JOURNAL ARTICLE
2011,22389208,JOURNAL ARTICLE
2011,22388689,JOURNAL ARTICLE
2011,22387968,JOURNAL ARTICLE
2012,22387100,JOURNAL ARTICLE
2012,22383579,JOURNAL ARTICLE
2012,22382962,JOURNAL ARTICLE
2012,22378128,HISTORICAL ARTICLE
2012,22378119,INTERVIEW
2012,22377310,ENGLISH ABSTRACT
2011,22373390,JOURNAL ARTICLE
2012,25077042,JOURNAL ARTICLE
2012,22355806,BIOGRAPHY
2011,22355658,JOURNAL ARTICLE
2011,22355642,JOURNAL ARTICLE
2011,22355572,JOURNAL ARTICLE
2012,22350916,JOURNAL ARTICLE
2011,22350667,JOURNAL ARTICLE
2012,22348904,JOURNAL ARTICLE
2012,22348749,JOURNAL ARTICLE
2012,22342755,JOURNAL ARTICLE
2011,22342754,JOURNAL ARTICLE
2012,23651046,LETTER
2012,23651045,LETTER
2011,22334333,JOURNAL ARTICLE
2011,22333529,JOURNAL ARTICLE
2012,22328440,JOURNAL ARTICLE
2012,22328439,JOURNAL ARTICLE
2012,22328435,JOURNAL ARTICLE
2012,22328434,JOURNAL ARTICLE
2012,22328433,JOURNAL ARTICLE
2012,22328432,JOURNAL ARTICLE
2012,22328426,JOURNAL ARTICLE
2012,22326912,JOURNAL ARTICLE
2012,22326075,JOURNAL ARTICLE
2012,22326074,JOURNAL ARTICLE
2011,22325791,JOURNAL ARTICLE
2012,22315086,JOURNAL ARTICLE
2012,22315085,JOURNAL ARTICLE
2012,22314049,JOURNAL ARTICLE
2012,22312001,HISTORICAL ARTICLE
2011,22311648,JOURNAL ARTICLE
2011,22310174,JOURNAL ARTICLE
2011,22309848,JOURNAL ARTICLE
2012,22309154,JOURNAL ARTICLE
2011,22306308,JOURNAL ARTICLE
2011,22305857,JOURNAL ARTICLE
2011,22305476,JOURNAL ARTICLE
2011,22304295,JOURNAL ARTICLE
2012,22301684,JOURNAL ARTICLE
2011,22300511,JOURNAL ARTICLE
2012,22300314,JOURNAL ARTICLE
2012,22296491,JOURNAL ARTICLE
2011,22291927,EVALUATION STUDY
2011,22290315,JOURNAL ARTICLE
2012,28077054,JOURNAL ARTICLE
2011,22286074,JOURNAL ARTICLE
2011,22285057,JOURNAL ARTICLE
2011,22273582,JOURNAL ARTICLE
2012,22266781,JOURNAL ARTICLE
2011,22266636,JOURNAL ARTICLE
2011,22266166,JOURNAL ARTICLE
2012,22265689,JOURNAL ARTICLE
2011,22265125,JOURNAL ARTICLE
2011,22264657,JOURNAL ARTICLE
2011,22264280,JOURNAL ARTICLE
2011,22261641,JOURNAL ARTICLE
2012,23651008,JOURNAL ARTICLE
2012,23651007,JOURNAL ARTICLE
2012,23651006,JOURNAL ARTICLE
2012,23651005,JOURNAL ARTICLE
2012,23651004,JOURNAL ARTICLE
2012,23651002,EDITORIAL
2012,22254693,JOURNAL ARTICLE
2012,22253610,HISTORICAL ARTICLE
2012,22252984,JOURNAL ARTICLE
2012,22249608,COMMENT
2011,22244790,JOURNAL ARTICLE
2011,22244788,JOURNAL ARTICLE
2012,22239722,JOURNAL ARTICLE
2011,22238540,JOURNAL ARTICLE
2012,22237679,JOURNAL ARTICLE
2011,22237017,JOURNAL ARTICLE
2011,22237016,JOURNAL ARTICLE
2011,22227399,JOURNAL ARTICLE
2011,22226636,JOURNAL ARTICLE
2012,22225395,JOURNAL ARTICLE
2012,22222744,NEWS
2012,22222204,JOURNAL ARTICLE
2011,22221832,JOURNAL ARTICLE
2011,22219725,JOURNAL ARTICLE
2012,22214557,JOURNAL ARTICLE
2011,22213552,JOURNAL ARTICLE
2011,22209624,JOURNAL ARTICLE
2011,22209518,JOURNAL ARTICLE
2011,22208678,JOURNAL ARTICLE
2012,32226471,JOURNAL ARTICLE
2012,25383068,JOURNAL ARTICLE
2012,25114551,JOURNAL ARTICLE
2012,24688669,JOURNAL ARTICLE
2012,24688653,JOURNAL ARTICLE
2012,23502569,BIOGRAPHY
2012,23502567,JOURNAL ARTICLE
2012,23502566,JOURNAL ARTICLE
2012,23502565,JOURNAL ARTICLE
2012,23502564,HISTORICAL ARTICLE
2012,23502563,JOURNAL ARTICLE
2012,23502562,HISTORICAL ARTICLE
2012,23502561,JOURNAL ARTICLE
2012,23502560,JOURNAL ARTICLE
2012,23502559,JOURNAL ARTICLE
2012,23502558,EDITORIAL
2012,23502557,INTRODUCTORY JOURNAL ARTICLE
2011,22195563,JOURNAL ARTICLE
2011,22194579,JOURNAL ARTICLE
2011,22190386,JOURNAL ARTICLE
2011,22188459,EDITORIAL
2011,22188344,JOURNAL ARTICLE
2011,22187523,JOURNAL ARTICLE
2011,22186735,JOURNAL ARTICLE
2011,22184212,JOURNAL ARTICLE
2011,22180537,JOURNAL ARTICLE
2011,22180030,JOURNAL ARTICLE
2011,22179145,JOURNAL ARTICLE
2011,22178928,JOURNAL ARTICLE
2011,22170293,JOURNAL ARTICLE
2011,22169233,JOURNAL ARTICLE
2011,22160812,JOURNAL ARTICLE
2011,22155614,JOURNAL ARTICLE
2011,22148353,JOURNAL ARTICLE
2011,22144365,JOURNAL ARTICLE
2011,22144354,JOURNAL ARTICLE
2011,22144353,JOURNAL ARTICLE
2011,22138494,JOURNAL ARTICLE
2011,22136110,JOURNAL ARTICLE
2011,22132112,JOURNAL ARTICLE
2010,22132057,JOURNAL ARTICLE
2011,22132054,JOURNAL ARTICLE
2010,22132053,JOURNAL ARTICLE
2010,22132050,JOURNAL ARTICLE
2011,22132049,JOURNAL ARTICLE
2011,22129227,JOURNAL ARTICLE
2011,22126803,JOURNAL ARTICLE
2011,22124480,JOURNAL ARTICLE
2011,22121769,ENGLISH ABSTRACT
2011,22119159,JOURNAL ARTICLE
2011,22117509,ENGLISH ABSTRACT
2011,22116061,JOURNAL ARTICLE
2011,22113670,NEWS
2010,22112403,JOURNAL ARTICLE
2011,22110602,JOURNAL ARTICLE
2011,22109725,JOURNAL ARTICLE
2011,22104721,JOURNAL ARTICLE
2011,22101786,JOURNAL ARTICLE
2011,22098020,JOURNAL ARTICLE
2011,22096147,JOURNAL ARTICLE
2011,22094962,JOURNAL ARTICLE
2011,22089825,JOURNAL ARTICLE
2011,22086284,NEWS
2011,22083755,JOURNAL ARTICLE
2011,22083754,JOURNAL ARTICLE
2011,22083753,JOURNAL ARTICLE
2011,22083752,JOURNAL ARTICLE
2011,22083751,JOURNAL ARTICLE
2011,22083749,JOURNAL ARTICLE
2011,22083748,JOURNAL ARTICLE
2011,22083745,JOURNAL ARTICLE
2011,22083744,JOURNAL ARTICLE
2011,22083742,JOURNAL ARTICLE
2011,22083741,JOURNAL ARTICLE
2011,22083740,JOURNAL ARTICLE
2011,22083739,JOURNAL ARTICLE
2011,22083737,JOURNAL ARTICLE
2011,22083736,JOURNAL ARTICLE
2011,22083735,JOURNAL ARTICLE
2011,22083734,JOURNAL ARTICLE
2011,22083733,JOURNAL ARTICLE
2011,22081111,JOURNAL ARTICLE
2011,22080507,JOURNAL ARTICLE
2011,22079752,COMPARATIVE STUDY
2011,22072194,JOURNAL ARTICLE
2011,22068842,JOURNAL ARTICLE
2011,22057844,JOURNAL ARTICLE
2011,22057053,JOURNAL ARTICLE
2011,22056724,JOURNAL ARTICLE
2011,22041056,JOURNAL ARTICLE
