PMID,Authors-Full,Authos-Full-Org,PublicationYear
28251267,"ZHANG, Y-H PERCIVAL","ZHANG, Y-H PERCIVAL",2016
28250211,"CAI, YIZHI","CAI, YIZHI",2017
28250211,"DAI, JUNBIAO","DAI, JUNBIAO",2017
28249675,"FLORES BUESO, YENSI","FLORES BUESO, YENSI",2016
28249675,"TANGNEY, MARK","TANGNEY, MARK",2016
28246208,"KICHEVA, ANNA","KICHEVA, ANNA",2017
28246208,"RIVRON, NICOLAS C","RIVRON, NICOLAS C",2017
28246188,"APPLETON, EVAN","APPLETON, EVAN",2017
28246188,"MADSEN, CURTIS","MADSEN, CURTIS",2017
28246188,"ROEHNER, NICHOLAS","ROEHNER, NICHOLAS",2017
28246188,"DENSMORE, DOUGLAS M","DENSMORE, DOUGLAS",2017
28246181,"BOEHM, CHRISTIAN R","BOEHM, CHRISTIAN R",2017
28246181,"POLLAK, BERNARDO","POLLAK, BERNARDO",2017
28246181,"PURSWANI, NURI","PURSWANI, NURI",2017
28246181,"PATRON, NICOLA J","PATRON, NICOLA",2017
28246181,"HASELOFF, JIM","HASELOFF, JIM",2017
28244586,"IMMETHUN, CHERYL M","IMMETHUN, CHERYL M",2016
28244586,"DELORENZO, DREW M","DELORENZO, DREW M",2016
28244586,"FOCHT, CAROLINE M","FOCHT, CAROLINE M",2016
28244586,"GUPTA, DINESH","GUPTA, DINESH",2016
28244586,"JOHNSON, CHARLES B","JOHNSON, CHARLES B",2016
28244586,"MOON, TAE SEOK","MOON, TAE SEOK",2016
28241039,"FORTUNA, MIGUEL A","FORTUNA, MIGUEL A",2016
28241039,"ZAMAN, LUIS","ZAMAN, LUIS",2016
28241039,"OFRIA, CHARLES","OFRIA, CHARLES",2016
28241039,"WAGNER, ANDREAS","WAGNER, ANDREAS",2016
28240207,"MADEC, MORGAN","MADEC, MORGAN",2017
28240207,"HAIECH, JACQUES","HAIECH, JACQUES",2017
28240207,"ROSATI, ELISE","ROSATI, Ãƒâ€°LISE",2017
28240207,"REZGUI, ABIR","REZGUI, ABIR",2017
28240207,"GENDRAULT, YVES","GENDRAULT, YVES",2017
28240207,"LALLEMENT, CHRISTOPHE","LALLEMENT, CHRISTOPHE",2017
28239692,"CHAN, H F","CHAN, H F",2017
28239692,"MA, S","MA, S",2017
28239692,"TIAN, JIAN","TIAN, J",2017
28239692,"LEONG, K W","LEONG, K W",2017
28239415,"PENG, BINGYIN","PENG, BINGYIN",2016
28239415,"PLAN, MANUEL R","PLAN, MANUEL R",2016
28239415,"CARPENTER, ALEXANDER C","CARPENTER, ALEXANDER",2016
28239415,"NIELSEN, LARS KELD","NIELSEN, LARS K",2016
28239415,"VICKERS, CLAUDIA E","VICKERS, CLAUDIA E",2016
28239411,"CORTESI, MARILISA","CORTESI, MARILISA",2016
28239411,"BANDIERA, LUCIA","BANDIERA, LUCIA",2016
28239411,"PASINI, ALICE","PASINI, ALICE",2016
28239411,"BEVILACQUA, ALESSANDRO","BEVILACQUA, ALESSANDRO",2016
28239411,"GHERARDI, ALESSANDRO","GHERARDI, ALESSANDRO",2016
28239411,"FURINI, SIMONE","FURINI, SIMONE",2016
28239411,"GIORDANO, EMANUELE","GIORDANO, EMANUELE",2016
28239189,"CRNKOVIO, ANA","CRNKOVIÃ„â€¡, ANA",2017
28239189,"SUZUKI, TATEKI","SUZUKI, TATEKI",2017
28239189,"SOELL, DIETER","SÃƒÂ¶LL, DIETER",2017
28239189,"REYNOLDS, NOAH M","REYNOLDS, NOAH M",2017
28238733,"RICHTER, HAGEN","RICHTER, HAGEN",2016
28238733,"ROMPF, JUDITH","ROMPF, JUDITH",2016
28238733,"WIEGEL, JULIA","WIEGEL, JULIA",2016
28238733,"RAU, KRISTINA","RAU, KRISTINA",2016
28238733,"RANDAU, LENNART","RANDAU, LENNART",2016
28236238,"OLLIKAINEN, NOAH","OLLIKAINEN, NOAH",2017
28231787,"VEETIL, VINOD PUTHAN","VEETIL, VINOD PUTHAN",2016
28231787,"ANGERMAYR, S ANDREAS","ANGERMAYR, S ANDREAS",2016
28231787,"HELLINGWERF, KLAAS J","HELLINGWERF, KLAAS J",2016
28230977,"GILBERT, CHARLIE","GILBERT, CHARLIE",2017
28230977,"HOWARTH, MARK","HOWARTH, MARK",2017
28230977,"HARWOOD, COLIN R","HARWOOD, COLIN R",2017
28230977,"ELLIS, TOM","ELLIS, TOM",2017
28229928,"VÃƒÂ¶LLER, JAN-STEFAN","VÃƒÂ¶LLER, JAN-STEFAN",2016
28229928,"BIAVA, HERNAN","BIAVA, HERNAN",2016
28229928,"HILDEBRANDT, PETER","HILDEBRANDT, PETER",2016
28229928,"BUDISA, NEDILJKO","BUDISA, NEDILJKO",2016
28226291,"KARIG, DAVID K","KARIG, DAVID K",2016
28226208,"HJELM, ANNA","HJELM, ANNA",2017
28226208,"KARYOLAIMOS, ALEXANDROS","KARYOLAIMOS, ALEXANDROS",2017
28226208,"ZHANG, ZHE","ZHANG, ZHE",2017
28226208,"RUJAS, EDURNE","RUJAS, EDURNE",2017
28226208,"VIKSTROEM, DAVID","VIKSTRÃƒÂ¶M, DAVID",2017
28226208,"SLOTBOOM, DIRK JAN","SLOTBOOM, DIRK JAN",2017
28226208,"DE GIER, JAN-WILLEM","DE GIER, JAN-WILLEM",2017
28225616,"LEHNER, BENJAMIN A E","LEHNER, BENJAMIN A E",2017
28225616,"SCHMIEDEN, DOMINIK T","SCHMIEDEN, DOMINIK T",2017
28225616,"MEYER, ANNE S","MEYER, ANNE S",2017
28224324,"CONTAG, CHRISTOPHER H","CONTAG, CHRISTOPHER H",2017
28223408,"BORCHARDT, ERIN K","BORCHARDT, ERIN K",2016
28223408,"MEGANCK, RITA M","MEGANCK, RITA M",2016
28223408,"VINCENT, HEATHER A","VINCENT, HEATHER A",2016
28223408,"BALL, CHRISTOPHER B","BALL, CHRISTOPHER B",2016
28223408,"RAMOS, SILVIA B V","RAMOS, SILVIA B V",2016
28223408,"MOORMAN, NATHANIEL J","MOORMAN, NATHANIEL J",2016
28223408,"MARZLUFF, WILLIAM F","MARZLUFF, WILLIAM F",2016
28223408,"ASOKAN, ARAVIND","ASOKAN, ARAVIND",2016
28221778,"ZENG, GUIHUA","ZENG, GUIHUA",2017
28221778,"LI, HUANQIU","LI, HUANQIU",2017
28221778,"WEI, YONGYI","WEI, YONGYI",2017
28221778,"XUAN, WEIMIN","XUAN, WEIMIN",2017
28221778,"ZHANG, ROUSHU","ZHANG, ROUSHU",2017
28221778,"BREDEN, LARISA E","BREDEN, LARISA E",2017
28221778,"WANG, WEI","WANG, WEI",2017
28221778,"LIANG, FU-SEN","LIANG, FU-SEN",2017
28221767,"SMALL, LARA S R","SMALL, LARA S R",2017
28221767,"BRUNING, MARC","BRUNING, MARC",2017
28221767,"THOMSON, ANDREW R","THOMSON, ANDREW R",2017
28221767,"BOYLE, AIMEE L","BOYLE, AIMEE L",2017
28221767,"DAVIES, ROBERTA B","DAVIES, ROBERTA B",2017
28221767,"CURMI, PAUL M G","CURMI, PAUL M G",2017
28221767,"FORDE, NANCY R","FORDE, NANCY R",2017
28221767,"LINKE, HEINER","LINKE, HEINER",2017
28221767,"WOOLFSON, DEREK N","WOOLFSON, DEREK N",2017
28221767,"BROMLEY, ELIZABETH H C","BROMLEY, ELIZABETH H C",2017
28220296,"MAJUMDAR, SARANGAM","MAJUMDAR, SARANGAM",2017
28220296,"PAL, SUKLA","PAL, SUKLA",2017
28216108,"LIANG, LIYA","LIANG, LIYA",2016
28216108,"LIU, RONGMING","LIU, RONGMING",2016
28216108,"GARST, ANDREW D","GARST, ANDREW D",2016
28216108,"LEE, THOMAS","LEE, THOMAS",2016
28216108,"NOGUÃƒÂ©, VIOLETA SÃƒÂ NCHEZ I","NOGUÃƒÂ©, VIOLETA SÃƒÂ NCHEZ I",2016
28216108,"BECKHAM, GREGG T","BECKHAM, GREGG T",2016
28216108,"GILL, RYAN T","GILL, RYAN T",2016
28215432,"MAJUMDAR, PAVEL","MAJUMDAR, PAVEL",2016
28215432,"PANT, DEEPAK","PANT, DEEPAK",2016
28215432,"PATRA, SNEHANGSHU","PATRA, SNEHANGSHU",2016
28213964,"MAXWELL, COLIN S","MAXWELL, COLIN S",2016
28213964,"MAGWENE, PAUL M","MAGWENE, PAUL M",2016
28213833,"GILAD, ASSAF A","GILAD, ASSAF A",2017
28213833,"SHAPIRO, MIKHAIL G","SHAPIRO, MIKHAIL G",2017
28212794,"LEE, BYEONG SUNG","LEE, BYEONG SUNG",2016
28212794,"KIM, SUYEON","KIM, SUYEON",2016
28212794,"KO, BYOUNG JOON","KO, BYOUNG JOON",2016
28212794,"YOO, TAE HYEON","YOO, TAE HYEON",2016
28211541,"ENGELEN, WOUTER","ENGELEN, WOUTER",2016
28211541,"MEIJER, LENNY H H","MEIJER, LENNY H H",2016
28211541,"SOMERS, BRAM","SOMERS, BRAM",2016
28211541,"DE GREEF, TOM F A","DE GREEF, TOM F A",2016
28211541,"MERKX, MAARTEN","MERKX, MAARTEN",2016
28210796,"SALINAS, FRANCISCO","SALINAS, FRANCISCO",2016
28210796,"ROJAS, VICENTE","ROJAS, VICENTE",2016
28210796,"DELGADO, VERÃƒÂ³NICA","DELGADO, VERÃƒÂ³NICA",2016
28210796,"AGOSIN, EDUARDO","AGOSIN, EDUARDO",2016
28210796,"LARRONDO, LUIS F","LARRONDO, LUIS F",2016
28206750,"ETZEL, MAJA","ETZEL, MAJA",2017
28206750,"MOERL, MARIO","MÃƒÂ¶RL, MARIO",2017
28203643,"LIU, SHUCHANG","LIU, SHUCHANG",2016
28203643,"RUBAN, LUDMILA","RUBAN, LUDMILA",2016
28203643,"WANG, YAOHE","WANG, YAOHE",2016
28203643,"ZHOU, YUHONG","ZHOU, YUHONG",2016
28203643,"NESBETH, DARREN N","NESBETH, DARREN N",2016
28202725,"LIU, XINYUE","LIU, XINYUE",2017
28202725,"TANG, TZU-CHIEH","TANG, TZU-CHIEH",2017
28202725,"THAM, ELEONORE","THAM, ELÃƒÂ©ONORE",2017
28202725,"YUK, HYUNWOO","YUK, HYUNWOO",2017
28202725,"LIN, SHAOTING","LIN, SHAOTING",2017
28202725,"LU, TIMOTHY K","LU, TIMOTHY K",2017
28202725,"ZHAO, XUANHE","ZHAO, XUANHE",2017
28202656,"BEALES, PAUL A","BEALES, PAUL A",2016
28202656,"KHAN, SANOBAR","KHAN, SANOBAR",2016
28202656,"MUENCH, STEPHEN P","MUENCH, STEPHEN P",2016
28202656,"JEUKEN, LARS J C","JEUKEN, LARS J C",2016
28201744,"DOLINÃ…Â¡EK, JAN","DOLINÃ…Â¡EK, JAN",2016
28201744,"GOLDSCHMIDT, FELIX","GOLDSCHMIDT, FELIX",2016
28201744,"JOHNSON, DAVID R","JOHNSON, DAVID R",2016
28199298,"FARZADFARD, FAHIM","FARZADFARD, FAHIM",2017
28199298,"LU, TIMOTHY K","LU, TIMOTHY K",2017
28199297,"EHRENWORTH, AMY M","EHRENWORTH, AMY M",2016
28199297,"PERALTA-YAHYA, PAMELA","PERALTA-YAHYA, PAMELA",2016
28197687,"YANG, SEN","YANG, SEN",2016
28197687,"DU, GUOCHENG","DU, GUOCHENG",2016
28197687,"CHEN, JIAN","CHEN, JIAN",2016
28197687,"KANG, ZHEN","KANG, ZHEN",2016
28195693,"FURUYA, AKIHIRO","FURUYA, AKIHIRO",2017
28195693,"KAWANO, FUUN","KAWANO, FUUN",2017
28195693,"NAKAJIMA, TAKAHIRO","NAKAJIMA, TAKAHIRO",2017
28195693,"UEDA, YOSHIBUMI","UEDA, YOSHIBUMI",2017
28195693,"SATO, MORITOSHI","SATO, MORITOSHI",2017
28195477,"SARDAR, DEBOSMITA","SARDAR, DEBOSMITA",2017
28195477,"HAO, YUE","HAO, YUE",2017
28195477,"LIN, ZHENJIAN","LIN, ZHENJIAN",2017
28195477,"MORITA, MAHO","MORITA, MAHO",2017
28195477,"NAIR, SATISH K","NAIR, SATISH K",2017
28195477,"SCHMIDT, ERIC W","SCHMIDT, ERIC W",2017
28193641,"SMITH, JUSTIN D","SMITH, JUSTIN D",2017
28193641,"SCHLECHT, ULRICH","SCHLECHT, ULRICH",2017
28193641,"XU, WEIHONG","XU, WEIHONG",2017
28193641,"SURESH, SUNDARI","SURESH, SUNDARI",2017
28193641,"HORECKA, JOE","HORECKA, JOE",2017
28193641,"PROCTOR, MICHAEL J","PROCTOR, MICHAEL J",2017
28193641,"AIYAR, RAEKA S","AIYAR, RAEKA S",2017
28193641,"BENNETT, RICHARD A O","BENNETT, RICHARD A O",2017
28193641,"CHU, ANGELA","CHU, ANGELA",2017
28193641,"LI, YONG FUGA","LI, YONG FUGA",2017
28193641,"ROY, KEVIN","ROY, KEVIN",2017
28193641,"DAVIS, RONALD W","DAVIS, RONALD W",2017
28193641,"STEINMETZ, LARS M","STEINMETZ, LARS M",2017
28193641,"HYMAN, RICHARD W","HYMAN, RICHARD W",2017
28193641,"LEVY, SASHA F","LEVY, SASHA F",2017
28193641,"ST ONGE, ROBERT P","ST ONGE, ROBERT P",2017
28192413,"PU, JINYUE","PU, JINYUE",2016
28192413,"ZINKUS-BOLTZ, JULIA","ZINKUS-BOLTZ, JULIA",2016
28192413,"DICKINSON, BRYAN C","DICKINSON, BRYAN C",2016
28191938,"WOLFE, BRIAN R","WOLFE, BRIAN R",2017
28191938,"PORUBSKY, NICHOLAS J","PORUBSKY, NICHOLAS J",2017
28191938,"ZADEH, JOSEPH N","ZADEH, JOSEPH N",2017
28191938,"DIRKS, ROBERT M","DIRKS, ROBERT M",2017
28191938,"PIERCE, NILES A","PIERCE, NILES A",2017
28190062,"NATSUME, YUNO","NATSUME, YUNO",2017
28190062,"WEN, HSIN-I","WEN, HSIN-I",2017
28190062,"ZHU, TONG","ZHU, TONG",2017
28190062,"ITOH, KAZUMI","ITOH, KAZUMI",2017
28190062,"SHENG, LI","SHENG, LI",2017
28190062,"KURIHARA, KENSUKE","KURIHARA, KENSUKE",2017
28189580,"MOHAMMADI, PEJMAN","MOHAMMADI, PEJMAN",2016
28189580,"BEERENWINKEL, NIKO","BEERENWINKEL, NIKO",2016
28189580,"BENENSON, YAAKOV","BENENSON, YAAKOV",2016
28188860,"KIM, SANG-WOO","KIM, SANG-WOO",2016
28188860,"LEE, KYUNG JIN","LEE, KYUNG JIN",2016
28188860,"KIM, SINIL","KIM, SINIL",2016
28188860,"KIM, JIHYO","KIM, JIHYO",2016
28188860,"CHO, KYUKWANG","CHO, KYUKWANG",2016
28188860,"RO, HYEON-SU","RO, HYEON-SU",2016
28188860,"PARK, HEE-SUNG","PARK, HEE-SUNG",2016
28187407,"BEAL, JACOB","BEAL, JACOB",2016
28187407,"COX, ROBERT SIDNEY","COX, ROBERT SIDNEY",2016
28187407,"GRUNBERG, RAIK","GRÃƒÂ¼NBERG, RAIK",2016
28187407,"MCLAUGHLIN, JAMES ALASTAIR","MCLAUGHLIN, JAMES",2016
28187407,"NGUYEN, TRAMY","NGUYEN, TRAMY",2016
28187407,"BARTLEY, BRYAN A","BARTLEY, BRYAN",2016
28187407,"BISSELL, MICHAEL","BISSELL, MICHAEL",2016
28187407,"CHOI, KIRI","CHOI, KIRI",2016
28187407,"CLANCY, KEVIN","CLANCY, KEVIN",2016
28187407,"MACKLIN, CHRIS","MACKLIN, CHRIS",2016
28187407,"MADSEN, CURTIS","MADSEN, CURTIS",2016
28187407,"MISIRLI, GOKSEL","MISIRLI, GOKSEL",2016
28187407,"OBERORTNER, ERNST","OBERORTNER, ERNST",2016
28187407,"POCOCK, MATTHEW","POCOCK, MATTHEW",2016
28187407,"ROEHNER, NICHOLAS","ROEHNER, NICHOLAS",2016
28187407,"SAMINENI, MEHER","SAMINENI, MEHER",2016
28187407,"ZHANG, MICHAEL","ZHANG, MICHAEL",2016
28187407,"ZHANG, ZHEN","ZHANG, ZHEN",2016
28187407,"ZUNDEL, ZACH","ZUNDEL, ZACH",2016
28187407,"GENNARI, JOHN H","GENNARI, JOHN",2016
28187407,"MYERS, CHRIS J","MYERS, CHRIS",2016
28187407,"SAURO, HERBERT M","SAURO, HERBERT",2016
28187407,"WIPAT, ANIL","WIPAT, ANIL",2016
28187405,"SCHREIBER, FALK","SCHREIBER, FALK",2016
28187405,"BADER, GARY D","BADER, GARY D",2016
28187405,"GLEESON, PADRAIG","GLEESON, PADRAIG",2016
28187405,"GOLEBIEWSKI, MARTIN","GOLEBIEWSKI, MARTIN",2016
28187405,"HUCKA, MICHAEL","HUCKA, MICHAEL",2016
28187405,"LE NOVERE, NICOLAS","LE NOVÃƒÂ¨RE, NICOLAS",2016
28187405,"MYERS, CHRIS J","MYERS, CHRIS",2016
28187405,"NICKERSON, DAVID P","NICKERSON, DAVID",2016
28187405,"SOMMER, BJOERN","SOMMER, BJÃƒÂ¶RN",2016
28187405,"WALTEMATH, DAGMAR","WALTHEMATH, DAGMAR",2016
28187339,"HU, ZHAOLONG","HU, ZHAOLONG",2016
28187339,"HO, JAMES C S","HO, JAMES C S",2016
28187339,"NALLANI, MADHAVAN","NALLANI, MADHAVAN",2016
28187291,"LIM, WENDELL A","LIM, WENDELL A",2016
28187291,"JUNE, CARL H","JUNE, CARL H",2016
28186523,"DOHNO, CHIKARA","DOHNO, CHIKARA",2017
28186523,"MAKISHI, SHINGO","MAKISHI, SHINGO",2017
28186523,"NAKATANI, KAZUHIKO","NAKATANI, KAZUHIKO",2017
28186523,"CONTERA, SONIA","CONTERA, SONIA",2017
28182401,"BASITTA, PATRICK","BASITTA, PATRICK",2017
28182401,"WESTRICH, LUCIA","WESTRICH, LUCIA",2017
28182401,"ROESCH, MANUELA","RÃƒÂ¶SCH, MANUELA",2017
28182401,"KULIK, ANDREAS","KULIK, ANDREAS",2017
28182401,"GUST, BERTOLT","GUST, BERTOLT",2017
28182401,"APEL, ALEXANDER KRISTIAN","APEL, ALEXANDER KRISTIAN",2017
28182400,"NATARAJAN, ARAVIND","NATARAJAN, ARAVIND",2017
28182400,"HAITJEMA, CHARLES H","HAITJEMA, CHARLES H",2017
28182400,"LEE, ROBERT","LEE, ROBERT",2017
28182400,"BOOCK, JASON T","BOOCK, JASON T",2017
28182400,"DELISA, MATTHEW P","DELISA, MATTHEW P",2017
28180302,"POUDYAL, RAGHAV R","POUDYAL, RAGHAV R",2016
28180302,"NGUYEN, PHUONG D M","NGUYEN, PHUONG D M",2016
28180302,"LOKUGAMAGE, MELISSA P","LOKUGAMAGE, MELISSA P",2016
28180302,"CALLAWAY, MACKENZIE K","CALLAWAY, MACKENZIE K",2016
28180302,"GAVETTE, JESSE V","GAVETTE, JESSE V",2016
28180302,"KRISHNAMURTHY, RAMANARAYANAN","KRISHNAMURTHY, RAMANARAYANAN",2016
28180302,"BURKE, DONALD H","BURKE, DONALD H",2016
28180287,"CHALIOTIS, ANARGYROS","CHALIOTIS, ANARGYROS",2016
28180287,"VLASTARIDIS, PANAYOTIS","VLASTARIDIS, PANAYOTIS",2016
28180287,"MOSSIALOS, DIMITRIS","MOSSIALOS, DIMITRIS",2016
28180287,"IBBA, MICHAEL","IBBA, MICHAEL",2016
28180287,"BECKER, HUBERT D","BECKER, HUBERT D",2016
28180287,"STATHOPOULOS, CONSTANTINOS","STATHOPOULOS, CONSTANTINOS",2016
28180287,"AMOUTZIAS, GRIGORIS D","AMOUTZIAS, GRIGORIOS D",2016
28179978,"GUO, WEIHUA","GUO, WEIHUA",2016
28179978,"SHENG, JIAYUAN","SHENG, JIAYUAN",2016
28179978,"FENG, XUEYANG","FENG, XUEYANG",2016
28178357,"QUAGLIA, DANIELA","QUAGLIA, DANIELA",2016
28178357,"EBERT, MAXIMILIAN C C J C","EBERT, MAXIMILIAN C C J C",2016
28178357,"MUGFORD, PAUL F","MUGFORD, PAUL F",2016
28178357,"PELLETIER, JOELLE N","PELLETIER, JOELLE N",2016
28174266,"AGMON, NETA","AGMON, NETA",2017
28174266,"TANG, ZUOJIAN","TANG, ZUOJIAN",2017
28174266,"YANG, KUN","YANG, KUN",2017
28174266,"SUTTER, BEN","SUTTER, BEN",2017
28174266,"IKUSHIMA, SHIGEHITO","IKUSHIMA, SHIGEHITO",2017
28174266,"CAI, YIZHI","CAI, YIZHI",2017
28174266,"CARAVELLI, KATRINA","CARAVELLI, KATRINA",2017
28174266,"MARTIN, JAMES A","MARTIN, JAMES A",2017
28174266,"SUN, XIAOJI","SUN, XIAOJI",2017
28174266,"CHOI, WOO JIN","CHOI, WOO JIN",2017
28174266,"ZHANG, ALLEN","ZHANG, ALLEN",2017
28174266,"STRACQUADANIO, GIOVANNI","STRACQUADANIO, GIOVANNI",2017
28174266,"HAO, HAIPING","HAO, HAIPING",2017
28174266,"TU, BENJAMIN P","TU, BENJAMIN P",2017
28174266,"FENYO, DAVID","FENYO, DAVID",2017
28174266,"BADER, JOEL S","BADER, JOEL S",2017
28174266,"BOEKE, JEF D","BOEKE, JEF D",2017
28173698,"COX, ROBERT SIDNEY","COX, ROBERT SIDNEY",2017
28173698,"MCLAUGHLIN, JAMES ALASTAIR","MCLAUGHLIN, JAMES ALASTAIR",2017
28173698,"GRUNBERG, RAIK","GRÃƒÂ¼NBERG, RAIK",2017
28173698,"BEAL, JACOB","BEAL, JACOB",2017
28173698,"WIPAT, ANIL","WIPAT, ANIL",2017
28173698,"SAURO, HERBERT M","SAURO, HERBERT M",2017
28168573,"WEI, YONGJUN","WEI, YONGJUN",2017
28168573,"GOSSING, MICHAEL","GOSSING, MICHAEL",2017
28168573,"BERGENHOLM, DAVID","BERGENHOLM, DAVID",2017
28168573,"SIEWERS, VERENA","SIEWERS, VERENA",2017
28168573,"NIELSEN, JENS","NIELSEN, JENS",2017
28165430,"BAYLY, CARMEN L","BAYLY, CARMEN L",2016
28165430,"YADAV, VIKRAMADITYA G","YADAV, VIKRAMADITYA G",2016
28165133,"LATIMER, LUKE N","LATIMER, LUKE N",2016
28165133,"DUEBER, JOHN E","DUEBER, JOHN E",2016
28165039,"MIETTINEN, KAREL","MIETTINEN, KAREL",2016
28165039,"POLLIER, JACOB","POLLIER, JACOB",2016
28165039,"BUYST, DIETER","BUYST, DIETER",2016
28165039,"ARENDT, PHILIPP","ARENDT, PHILIPP",2016
28165039,"CSUK, RENÃƒÂ©","CSUK, RENÃƒÂ©",2016
28165039,"SOMMERWERK, SVEN","SOMMERWERK, SVEN",2016
28165039,"MOSES, TESSA","MOSES, TESSA",2016
28165039,"MERTENS, JAN","MERTENS, JAN",2016
28165039,"SONAWANE, PRASHANT D","SONAWANE, PRASHANT D",2016
28165039,"PAUWELS, LAURENS","PAUWELS, LAURENS",2016
28165039,"AHARONI, ASAPH","AHARONI, ASAPH",2016
28165039,"MARTINS, JOSÃƒÂ©","MARTINS, JOSÃƒÂ©",2016
28165039,"NELSON, DAVID R","NELSON, DAVID R",2016
28165039,"GOOSSENS, ALAIN","GOOSSENS, ALAIN",2016
28159623,"GUZMÃƒÂ¡N-TRAMPE, SILVIA","GUZMÃƒÂ¡N-TRAMPE, SILVIA",2016
28159623,"CEAPA, CORINA D","CEAPA, CORINA D",2016
28159623,"MANZO-RUIZ, MONSERRAT","MANZO-RUIZ, MONSERRAT",2016
28159623,"SÃƒÂ¡NCHEZ, SERGIO","SÃƒÂ¡NCHEZ, SERGIO",2016
28158820,"PECH, ANDREAS","PECH, ANDREAS",2016
28158820,"ACHENBACH, JOHN","ACHENBACH, JOHN",2016
28158820,"JAHNZ, MICHAEL","JAHNZ, MICHAEL",2016
28158820,"SCHÃƒÂ¼LZCHEN, SIMONE","SCHÃƒÂ¼LZCHEN, SIMONE",2016
28158820,"JAROSCH, FLORIAN","JAROSCH, FLORIAN",2016
28158820,"BORDUSA, FRANK","BORDUSA, FRANK",2016
28158820,"KLUSSMANN, SVEN","KLUSSMANN, SVEN",2016
28155921,"ZHANG, HAI-YAN","ZHANG, HAI-YAN",2016
28155921,"WANG, XING-HUI","WANG, XING-HUI",2016
28155921,"DONG, LI","DONG, LI",2016
28155921,"WANG, ZHI-PING","WANG, ZHI-PING",2016
28155921,"LIU, BING","LIU, BING",2016
28155921,"LV, JIE","LV, JIE",2016
28155921,"XING, HUI-LI","XING, HUI-LI",2016
28155921,"HAN, CHUN-YAN","HAN, CHUN-YAN",2016
28155921,"WANG, XUE-CHEN","WANG, XUE-CHEN",2016
28155921,"CHEN, QI-JUN","CHEN, QI-JUN",2016
28153765,"JO, SUAH","JO, SUAH",2016
28153765,"YOON, JINKYUNG","YOON, JINKYUNG",2016
28153765,"LEE, SUN-MI","LEE, SUN-MI",2016
28153765,"UM, YOUNGSOON","UM, YOUNGSOON",2016
28153765,"HAN, SUNG OK","HAN, SUNG OK",2016
28153765,"WOO, HAN MIN","WOO, HAN MIN",2016
28153753,"HOFFMAN, KYLE S","HOFFMAN, KYLE S",2016
28153753,"O'DONOGHUE, PATRICK","O'DONOGHUE, PATRICK",2016
28153753,"BRANDL, CHRISTOPHER J","BRANDL, CHRISTOPHER J",2016
28153709,"TIAN, LI","TIAN, LI",2017
28153709,"HU, YONGHONG","HU, YONGHONG",2017
28153709,"CHEN, XIAO-YA","CHEN, XIAO-YA",2017
28153094,"XUE, SHUAI","XUE, SHUAI",2016
28153094,"YIN, JIANLI","YIN, JIANLI",2016
28153094,"SHAO, JIAWEI","SHAO, JIAWEI",2016
28153094,"YU, YUANHUAN","YU, YUANHUAN",2016
28153094,"YANG, LINFENG","YANG, LINFENG",2016
28153094,"WANG, YIDAN","WANG, YIDAN",2016
28153094,"XIE, MINGQI","XIE, MINGQI",2016
28153094,"FUSSENEGGER, MARTIN","FUSSENEGGER, MARTIN",2016
28153094,"YE, HAIFENG","YE, HAIFENG",2016
28145541,"YU, YONGMING","YU, YONGMING",2017
28145541,"YANG, LICAI","YANG, LICAI",2017
28145541,"LIU, ZHIPING","LIU, ZHIPING",2017
28145541,"ZHU, CHUANSHENG","ZHU, CHUANSHENG",2017
28145461,"MOREAU, CHRISTOPHE J","MOREAU, CHRISTOPHE J",2016
28145461,"REVILLOUD, JEAN","REVILLOUD, JEAN",2016
28145461,"CARO, LYDIA N","CARO, LYDIA N",2016
28145461,"DUPUIS, JULIEN P","DUPUIS, JULIEN P",2016
28145461,"TROUCHET, AMANDINE","TROUCHET, AMANDINE",2016
28145461,"ESTRADA-MONDRAGÃƒÂ³N, ARGEL","ESTRADA-MONDRAGÃƒÂ³N, ARGEL",2016
28145461,"NIEÃ…â€ºCIEROWICZ, KATARZYNA","NIEÃ…â€ºCIEROWICZ, KATARZYNA",2016
28145461,"SAPAY, NICOLAS","SAPAY, NICOLAS",2016
28145461,"CROUZY, SERGE","CROUZY, SERGE",2016
28145461,"VIVAUDOU, MICHEL","VIVAUDOU, MICHEL",2016
28143396,"ZAFRIR, ZOHAR","ZAFRIR, ZOHAR",2016
28143396,"TULLER, TAMIR","TULLER, TAMIR",2016
28139884,"MOORE, SIMON J","MOORE, SIMON J",2016
28139884,"LAI, HUNG-EN","LAI, HUNG-EN",2016
28139884,"NEEDHAM, HANNAH","NEEDHAM, HANNAH",2016
28139884,"POLIZZI, KAREN MARIE","POLIZZI, KAREN M",2016
28139884,"FREEMONT, PAUL S","FREEMONT, PAUL S",2016
28137297,"FANG, HUAN","FANG, HUAN",2016
28137297,"KANG, JIE","KANG, JIE",2016
28137297,"ZHANG, DAWEI","ZHANG, DAWEI",2016
28136159,"MARCHISIO, MARIO ANDREA","MARCHISIO, MARIO ANDREA",2017
28136159,"HUANG, ZHIWEI","HUANG, ZHIWEI",2017
28130487,"KUMAR, VIKRAM SHEEL","KUMAR, VIKRAM SHEEL",2016
28130487,"WEBSTER, MOLLY","WEBSTER, MOLLY",2016
28130422,"HOCHREIN, LENA","HOCHREIN, LENA",2016
