Author,PublicationYear,CountPubs
"BAGH, SANGRAM",2019,2
"BAHCHELI, ALEXANDER",2019,1
"BAHRAMI, ABOLFAZL",2017,1
"BAHRAMI, AMIR HOUSHANG",2019,1
"BAHRAMI, ARASH",2019,1
"BAI, CHENXIAO",2016,1
"BAI, FENGWU",2017,2
"BAI, FENG-YAN",2016,1
"BAI, GUOYUN",2016,1
"BAI, HUA",2018,1
"BAI, KE",2018,1
"BAI, LIHUI",2019,1
"BAI, LIHUI",2020,1
"BAI, LINQUAN",2018,1
"BAI, LU",2017,1
"BAI, WENQIN",2018,1
"BAI, XUE",2016,2
"BAI, YANG",2017,2
"BAI, YANG",2019,1
"BAI, YANLING",2017,1
"BAI, YU",2016,1
"BAI, YUN-PENG",2019,1
"BAI, YUSHI",2016,1
"BAI, ZHONGHU",2016,1
"BAIDOO, EDWARD E K",2016,3
"BAIDOO, EDWARD E K",2017,1
"BAIDOO, EDWARD E K",2018,2
"BAIDOO, EDWARD E K",2019,2
"BAIER, THOMAS",2018,1
"BAIG, HASAN",2017,1
"BAIG, HASAN",2020,2
"BAIJURAJ, SWETHA",2018,1
"BAIKOGHLI, MO",2017,1
"BAILEY, ANDY M",2016,1
"BAILEY, CONSTANCE B",2017,2
"BAILEY, CONSTANCE B",2020,1
"BAILEY, J B",2016,1
"BAISHYA, DEBABRAT",2018,1
"BAJAJ, VINEETA",2017,1
"BAJAR, BRYCE T",2018,1
"BAJIC, VLADIMIR B",2017,1
"BAJT, SAÃƒâ€¦Ã‚Â¡A",2019,1
"BAK, RASMUS O",2017,1
"BAK, SUEREN",2017,2
"BAKER, ALISON",2017,1
"BAKER, CAROL S",2016,1
"BAKER, DAVID",2016,1
"BAKER, DAVID",2017,1
"BAKER, DAVID",2018,3
"BAKER, DAVID",2019,3
"BAKER, EMILYCLARE",2016,1
"BAKER, JAMES R",2017,1
"BAKER, JOSEPH A",2019,1
"BAKER, MATTHEW A B",2020,1
"BAKER, SCOTT E",2016,1
"BAKER, SYED MURTUZA",2016,1
"BAKIR, MEHMET EMIN",2017,1
"BAKOWSKI, KAMIL",2018,1
"BAKSHI, SOMENATH",2019,1
"BALA, SAIKAT",2016,1
"BALACHANDRAN, PARITHI",2019,1
"BALAJI, SANTHANAM",2016,1
"BALAKRISHNAN, KRITHIKA",2019,1
"BALAN, L",2016,1
"BALASSY, ANDREA",2016,1
"BALASUBRAMANIAM, SASITHARAN",2017,1
"BALASUBRAMANIAM, SASITHARAN",2018,1
"BALASUBRAMANIAM, SASITHARAN",2019,1
"BALASUBRAMANIAM, SASITHARAN",2020,1
"BALASUBRAMANIAN, MOHAN K",2019,1
"BALASUBRAMANIAN, SRIKKANTH",2019,1
"BALAZADEH, SALMA",2017,2
"BALAZSI, GABOR",2016,1
"BALAZSI, GABOR",2017,1
"BALAZSI, GABOR",2018,1
"BALAZSI, GABOR",2019,3
"BALAZSI, GABOR",2020,1
"BALBONI, GIANFRANCO",2016,1
"BALDI, PIERRE",2017,1
"BALDUS, LINDA",2016,1
"BALDWIN, GEOFF",2020,1
"BALE, JACOB B",2016,1
"BALI, ANNE P",2016,1
"BALI, ANNE P",2018,1
"BALINT, BALAZS",2016,1
"BALINT, BALAZS",2018,1
"BALL, CHRISTOPHER B",2016,1
"BALLESTEROS-GARRIDO, RAFAEL",2019,1
"BALLINAS-CASARRUBIAS, LOURDES",2019,1
"BALLISTER, EDWARD R",2017,1
"BALMER, ANDREW",2017,1
"BALMER, ANDREW",2018,1
"BALODITE, ELINA",2019,1
"BALOGH, DAVID",2020,1
"BALSKUS, EMILY P",2016,1
"BALSKUS, EMILY P",2017,2
"BALSKUS, EMILY P",2018,1
"BALTIMORE, DAVID",2019,1
"BALTZ, RICHARD H",2017,1
"BALTZ, RICHARD H",2018,3
"BANARES, ANGELO B",2019,1
"BANASZAK HOLL, MARK M",2019,1
"BANDARA, KALPANIE",2018,1
"BANDE, OMPRAKASH",2017,1
"BANDIERA, LUCIA",2016,1
"BANDIERA, LUCIA",2020,1
"BANDO, TOSHIKAZU",2016,1
"BANERJEE, ANUSUYA",2017,1
"BANERJEE, APARAJITA",2017,1
"BANERJEE, APARAJITA",2018,2
"BANERJEE, AREEN",2018,2
"BANERJEE, AVIK",2018,1
"BANERJEE, CHIRANJIB",2018,1
"BANERJEE, DEEPANWITA",2018,1
"BANERJEE, DEEPANWITA",2019,1
"BANERJEE, INDRANI",2018,1
"BANERJEE, SAURADIPTA",2020,1
"BANGA, JULIO R",2016,2
"BANGA, JULIO R",2017,2
"BANGE, GERT",2016,1
"BANKEFA, OLUFEMI EMMANUEL",2018,1
"BANNO, AYAKA",2018,1
"BANSAL, KAILASH C",2020,1
"BANSAL, SUNIL",2018,1
"BANTA, SCOTT",2016,1
"BANTA, SCOTT",2017,1
"BANTA, SCOTT",2018,1
"BANTA, SCOTT",2019,1
"BANTA, SCOTT",2020,1
"BANZHAF, WOLFGANG",2016,1
"BAO, FORREST SHENG",2017,1
"BAO, JIE",2018,1
"BAO, JIE",2019,2
"BAO, RUI",2018,1
"BAO, SHAO-HENG",2019,1
"BAO, WEIWEI",2019,1
"BAO, XIAOMING",2018,2
"BAO, ZHILONG",2017,1
"BAO, ZHILONG",2019,1
"BAPAT, VISHWAS A",2017,1
"BAR, CORNELIA",2018,1
"BARAHONA, MAURICIO",2017,1
"BARAJAS, HUGO",2018,1
"BARAJAS, JESUS F",2016,1
"BARAJAS, JESUS F",2017,1
"BARAJAS, JESUS F",2019,2
"BARAL, BIKASH",2018,1
"BARAN, PHIL S",2020,1
"BARANDA, LORENA",2020,1
"BARASH, DANNY",2016,1
"BARASH, DANNY",2017,1
"BARASH, DANNY",2019,1
"BARBE, SOPHIE",2017,1
"BARBER, KARL W",2017,1
"BARBER, KARL W",2018,1
"BARBER, KATHRYN R",2017,1
"BARBIER, ICVARA",2017,1
"BARBIER, ICVARA",2019,1
"BARBOSA DE PAIVA, GABRIELA",2019,1
"BARBOSA DE PAIVA, GABRIELA",2020,1
"BARBOSA-DEKKER, ANELI M",2019,1
"BARBU, E MAGDA",2016,1
"BARDWELL, JAMES C A",2017,1
"BARDWELL, JAMES C A",2018,1
"BARET, JEAN-CHRISTOPHE",2018,1
"BARET, JEAN-CHRISTOPHE",2019,1
"BAR-EVEN, ARREN",2017,1
"BAR-EVEN, ARREN",2018,6
"BAR-EVEN, ARREN",2019,6
"BARGER, NATALIA",2019,1
"BARISHNIKOVA, A M",2019,1
"BARITUGO, KEI-ANNE",2017,1
"BARITUGO, KEI-ANNE",2019,1
"BARKAN, ALICE",2018,1
"BARKAU, CHRISTOPHER L",2018,1
"BARKER, THOMAS H",2018,1
"BARLIYA, TILDA",2018,1
"BARLOW, NATHAN E",2017,1
"BARNES, CHERRELLE L",2018,1
"BARNES, CHRIS P",2016,2
"BARNES, CHRIS P",2017,3
"BARNES, CHRIS P",2018,2
"BARNES, CHRIS P",2019,1
"BAROCIO, RACHEL",2019,1
"BAR-ON, YINON M",2019,1
"BAROSS, JOHN",2017,1
"BARR, KENNETH A",2017,1
"BARRA, MARIA",2019,1
"BARRAN, PERDITA",2016,1
"BARRAN, PERDITA",2020,1
"BARRAS, COLIN",2020,1
"BARREIRO, CARLOS",2020,1
"BARREIRO, GABRIELA",2016,1
"BARRERO, JUAN J",2017,1
"BARRETT, CASSANDRA",2018,1
"BARRETT, JOHN A",2016,1
"BARRETT, SUSANNA",2020,1
"BARRICK, JEFFREY E",2017,2
"BARRICK, JEFFREY E",2018,1
"BARRICK, JEFFREY E",2019,2
"BARRON, NIALL",2017,1
"BARRON, NIALL",2018,1
"BARRON, NIALL",2019,1
"BARROS, MICHAEL TAYNNAN",2018,1
"BARROS, MICHAEL TAYNNAN",2019,1
"BARROS, MICHAEL TAYNNAN",2020,1
"BARROWS, LOUIS R",2017,1
"BARRY, KERRIE",2016,1
"BARRY, NATASHA A",2016,1
"BARRY, SARAH M",2016,1
"BARSTOW, BUZ",2019,1
"BART, AARON G",2019,1
"BARTECZKO, URSELA",2018,1
"BARTELS, DOROTHEA",2018,1
"BARTELS, JULIA",2017,1
"BARTELT, SOLVEIG M",2018,1
"BARTELT, SOLVEIG M",2019,1
"BARTH, PATRICK",2016,1
"BARTH, PATRICK",2017,1
"BARTH, PATRICK",2018,1
"BARTHOLOMEW, RACHEL A",2017,1
"BARTLETT, GAIL J",2017,1
"BARTLEY, BRYAN A",2016,4
"BARTLEY, BRYAN A",2017,1
"BARTLEY, BRYAN A",2018,3
"BARTLEY, BRYAN A",2019,4
"BARTLEY, BRYAN A",2020,3
"BARTLEY, LAURA E",2016,1
"BARTOLI, VITTORIO",2018,1
"BARTOLI, VITTORIO",2020,1
"BARTOSZEWICZ, JAKUB M",2019,1
"BAR-ZION, AVINOAM",2019,1
"BAR-ZIV, ROY H",2016,1
"BAR-ZIV, ROY H",2018,1
"BASALO VAZQUEZ, SAMANTHA J",2018,1
"BASHIR, KASHIF",2020,1
"BASHIR, RASHID",2019,1
"BASHIRZADEH, YASHAR",2019,1
"BASHOR, CALEB J",2016,1
"BASHOR, CALEB J",2018,2
"BASIT, ABDUL",2018,1
"BASITTA, PATRICK",2017,1
"BASSALO, MARCELO C",2016,1
"BASSALO, MARCELO C",2017,1
"BASSAMI, MOHAMMAD REZA",2019,1
"BASSARD, JEAN-ETIENNE",2016,1
"BASSARD, JEAN-ETIENNE",2017,1
"BASSUK, ALEXANDER G",2019,1
"BASTIAENS, PHILIPPE",2018,1
"BASTOW, RUTH",2017,1
"BASU, ANINDYA",2017,1
"BATAILLER, BRIGITTE",2019,1
"BATCHELOR, ERIC",2018,1
"BAT-ERDENE, UNDRAMAA",2017,1
"BATES, ALISON M",2018,1
"BATES, DANIEL J",2016,1
"BATES, DECLAN G",2016,7
"BATES, DECLAN G",2017,4
"BATES, DECLAN G",2018,3
"BATES, JACK",2016,1
"BATES, MAXWELL",2016,1
"BATES, MAXWELL",2017,1
"BATES, PHIL",2018,1
"BATES, PHILIP D",2016,1
"BATIANIS, CHRISTOS",2019,1
"BATISTA-NAVARRO, RIZA",2017,1
"BATOOL, R",2017,1
"BATRA, HIMANSHU",2019,1
"BATT, GREGORY",2017,1
"BATTAGLINO, BEATRICE",2019,1
"BATTCHIKOVA, N",2018,1
"BATTYE, JAIME",2019,1
"BAUCHART, PHILIPPE",2016,1
"BAUER, ANJA",2020,1
"BAUER, JOCHEN",2017,1
"BAUER, RUTH",2018,1
"BAUER, STEFAN",2016,1
"BAULCOMBE, DAVID C",2018,1
"BAULCOMBE, DAVID C",2019,1
"BAUM, HOLLY E",2018,1
"BAUM, JAKE",2019,1
"BAUMANN, KRISTIN",2017,1
"BAUMANN, MARTINA",2018,1
"BAUMANN, TOBIAS",2018,1
"BAUMANN, ULRICH",2016,1
"BAUMCHEN, OLIVER",2018,1
"BAUMGART, LEO",2016,1
"BAUMGART, MEIKE",2016,1
"BAUMGART, MEIKE",2017,1
"BAUMGART, MEIKE",2018,1
"BAUMGART, TOBIAS",2016,1
"BAUMSCHLAGER, ARMIN",2018,1
"BAUSCH, ANDREAS R",2016,1
"BAUSCH, ANDREAS R",2018,1
"BAUWENS, BORIS",2018,1
"BAUWENS, DAVID",2016,1
"BAVISHI, KRUTIKA",2016,1
"BAWAZER, LUKMAAN A",2016,1
"BAWEJA, MEHAK",2018,1
"BAWN, MARIA",2019,1
"BAYAS, JOSE M",2019,1
"BAYER, EDWARD A",2016,1
"BAYER, KATHARINA",2018,1
"BAYER, TRAVIS S",2017,2
"BAYLAC, AUDREY",2017,1
"BAYLEY, HAGAN",2016,1
"BAYLEY, HAGAN",2017,1
"BAYLY, CARMEN L",2016,1
"BAYOUMI, MARIAM",2016,1
"BAZ, LINA",2016,1
"BAZILE, JEANNE",2019,1
"BAZILE, JEANNE",2020,1
"BAZZICALUPO, MARCO",2018,1
"BEABOUT, KATHRYN",2019,1
"BEACH, DALE L",2016,1
"BEACHAM, TRACEY",2018,1
"BEAL, JACOB",2016,3
"BEAL, JACOB",2017,4
"BEAL, JACOB",2018,3
"BEAL, JACOB",2019,5
"BEAL, JACOB",2020,5
"BEAL, JONAS",2019,1
"BEALES, PAUL A",2016,1
"BEALES, PAUL A",2018,3
"BEATTY, J THOMAS",2020,1
"BEAUCAGE, SERGE L",2016,1
"BECHTHOLD, ANDREAS",2018,1
"BECK, HEATHER J",2017,1
"BECK, JULIAN",2018,1
"BECK, MICHAEL W",2019,1
"BECKE, CHRISTIAN",2016,1
"BECKER, ANKE",2017,1
"BECKER, ANKE",2018,1
"BECKER, ANKE",2019,2
"BECKER, HUBERT D",2016,1
"BECKER, JUDITH",2016,3
"BECKER, JUDITH",2018,1
"BECKER, JUDITH",2020,1
"BECKER, KATINKA",2018,1
"BECKHAM, GREGG T",2016,1
"BECKHAM, GREGG T",2017,1
"BECKHAM, GREGG T",2018,1
"BECKHAM, GREGG T",2020,1
"BECRAFT, JACOB R",2017,1
"BECSKEI, ATTILA",2016,1
"BECSKEI, ATTILA",2019,1
"BEDAU, MARK A",2016,1
"BEDAU, MARK A",2019,2
"BEDNARZ, CLAUDIA",2018,1
"BEDNARZ, CLAUDIA",2019,1
"BEDORE, STACY R",2019,1
"BEEBE, EMILY T",2020,1
"BEEKMAN, VOLKERT",2016,1
"BEEKWILDER, JULES",2019,1
"BEERENWINKEL, NIKO",2016,1
"BEESLEY, JOSEPH L",2017,1
"BEESLEY, JOSEPH L",2018,1
"BEESLEY, JOSEPH L",2019,1
"BEESLEY, JOSEPH L",2020,1
"BEGEMANN, MATTHEW B",2016,1
"BEGEMANN, MATTHEW B",2017,1
"BEHERA, B",2019,1
"BEHKAM, BAHAREH",2019,1
"BEHLE, ANNA",2020,1
"BEHREND, JESSICA",2018,1
"BEHRENDORFF, JAMES B Y H",2016,1
"BEHRENDORFF, JAMES B Y H",2017,1
"BEHRENDORFF, JAMES B Y H",2019,1
"BEHRENS, MAIK",2017,1
"BEHRENS, PATRICK",2019,1
"BEIERLEIN, FRANK R",2020,1
"BEILBY, MARY J",2017,1
"BEISEL, CHASE L",2017,2
"BEISEL, CHASE L",2018,3
"BEISEL, CHASE L",2020,1
"BELCHER, MICHAEL S",2020,1
"BELEW, Z M",2016,1
"BELIN, PASCAL",2019,1
"BELIVEAU, BRIAN J",2019,1
"BELL, D",2019,1
"BELL, DAVID J",2016,2
"BELL, DAVID J",2017,1
"BELL, DAVID J",2018,2
"BELL, DAVID J",2019,1
"BELL, DAVID J",2020,1
"BELL, ELIZABETH L",2019,1
"BELLATO, MASSIMO",2019,1
"BELLER, HARRY R",2016,1
"BELLER, HARRY R",2019,1
"BELLI, GEMMA",2017,1
"BELLOT, GAETAN",2017,1
"BELLVERT, FLORIANT",2018,1
"BELOGUROV, GEORGIY A",2016,1
"BELTA, CALIN",2019,1
"BELTRAN-HEREDIA, ELENA",2017,1
"BENÃƒâ€žÃ¯Â¿Â½INA, MOJCA",2018,1
"BENÃƒâ€žÃ¯Â¿Â½INA, MOJCA",2020,1
"BENCUROVA, ELENA",2019,1
"BENENSON, YAAKOV",2016,3
"BENENSON, YAAKOV",2018,1
"BENENSON, YAAKOV",2019,1
"BENESCH, JUSTIN L P",2018,1
"BENEYTON, THOMAS",2019,1
"BENGOECHEA, JOSE A",2017,1
"BENHAR, ITAI",2016,1
"BENINA, MARIA",2018,1
"BENITES, VERONICA T",2017,1
"BENITES, VERONICA T",2018,1
"BENITES, VERONICA T",2019,2
"BENITEZ-MATEOS, ANA I",2018,1
"BENITEZ-MATEOS, ANA I",2020,1
"BENITO VAQUERIZO, SARA",2019,1
"BENJAMIN, DANIEL I",2017,1
"BENJAMIN, KIRSTEN R",2019,1
"BENNER, STEVEN A",2016,8
"BENNER, STEVEN A",2017,3
"BENNER, STEVEN A",2018,6
"BENNER, STEVEN A",2020,1
"BENNETT, ANNASTACIA C",2017,1
"BENNETT, ELIZABETH L",2016,1
"BENNETT, GEORGE N",2018,2
"BENNETT, MATTHEW R",2017,4
"BENNETT, MATTHEW R",2018,3
"BENNETT, RICHARD A O",2017,1
"BENNETT, S P",2016,1
"BENNING, CHRISTOPH",2016,2
"BENNING, CHRISTOPH",2017,1
"BENNING, CHRISTOPH",2018,1
"BEN-NISSAN, ROEE",2019,1
"BENOIT, ROGER M",2019,1
"BENSTEAD-HUME, GRAEME",2018,1
"BENT, STEPHANIE S",2018,1
"BENTLEY, WILLIAM E",2016,4
"BENTLEY, WILLIAM E",2017,3
"BENTLEY, WILLIAM E",2018,4
"BENTLEY, WILLIAM E",2019,3
"BENTLEY, WILLIAM E",2020,4
"BENTON, TYLER R",2019,1
"BENZINGER, DIRK",2017,1
"BENZINGER, DIRK",2019,1
"BEPPU, KAZUSA",2018,1
"BERANEK, VACLAV",2018,2
"BERBASOVA, TETYANA",2019,1
"BERCKMAN, EMILY A",2020,1
"BERDUGO, MIGUEL",2019,1
"BEREZA-MALCOLM, LARA",2016,2
"BERG, MATTHEW D",2019,1
"BERGÃƒÆ’Ã‚Â¨S, CÃƒÆ’Ã‚Â©CILIA",2016,1
"BERGAM, PTISSAM",2018,1
"BERGEMAN, LAI F",2018,1
"BERGENHOLM, DAVID",2017,2
"BERGENHOLM, DAVID",2018,1
"BERGER, ELOÃƒÆ’Ã‚Â¯SE",2018,1
"BERGER, IMRE",2016,2
"BERGER, IMRE",2019,2
"BERGER, KAVITA M",2018,1
"BERGER, STEPHANIE",2017,1
"BERGER, STEPHANIE",2018,1
"BERGERON, CHRISTOPHER",2019,1
"BERGGREN, PER-OLOF",2018,1
"BERGMANN, CHRISTIN",2020,1
"BERGQUIST, PETER L",2018,1
"BERGQUIST, PETER L",2019,1
"BERHANU, AKLILE",2019,1
"BERHANU, SAMUEL",2019,1
"BERITZA, KONSTANTINA",2020,1
"BERLEC, ALEÃƒâ€¦Ã‚Â¡",2018,1
"BERLINER, AARON J",2016,1
"BERLOFFA, GIULIANO",2017,1
"BERMEO, SHERRY",2018,1
"BERMUDEZ, JESSICA G",2016,1
"BERMUDEZ, JESSICA G",2020,1
"BERMUDEZ-MENDEZ, ERICK",2018,1
"BERNABE-ORTS, JOAN MIQUEL",2019,2
"BERNARDINELLI, GIULIO",2017,1
"BERNAUER, HUBERT S",2018,1
"BERNHARD, FRANK",2016,3
"BERNHARD, FRANK",2017,2
"BERNHARD, FRANK",2019,1
"BERNHARDSGRUTTER, IRIA",2019,1
"BERNSTEIN, HANS C",2019,1
"BERNTSEN, LISA",2018,1
"BERROCAL, AUGUSTO",2020,1
"BERRY, ALAN",2017,1
"BERRY, DOMINIC J",2018,1
"BERRY, RICHARD M",2016,1
"BERTAUX, FRANCOIS",2018,1
"BERTIN, GWLADYS I",2017,1
"BERTOLAZZI ZOCCA, VITORIA FERNANDA",2019,1
"BERTOLAZZI ZOCCA, VITORIA FERNANDA",2020,1
"BERTSCHI, ADRIAN",2019,1
"BERTUCCI, ALESSANDRO",2018,1
"BERTUCCI, ALESSANDRO",2020,1
"BERUBE, GERVAIS",2018,1
"BERVOETS, INDRA",2017,2
"BERVOETS, INDRA",2018,1
"BESLON, GUILLAUME",2016,1
"BESSEAU, S",2016,1
"BESSEAU, SEBASTIEN",2019,1
"BESSERER, ARNAUD",2016,1
"BESSONOV, V V",2017,1
"BETENBAUGH, MICHAEL J",2020,1
"BETHKE, JONATHAN H",2018,1
"BETTEN, AFKE WIEKE",2017,2
"BETTENBROCK, KATJA",2020,1
"BETTERTON, MEREDITH D",2019,1
"BETZ, ULRICH A K",2019,1
"BEUNING, PENNY J",2018,1
"BEUTER, DOMINIK",2018,1
"BEVAN, CHARLOTTE L",2017,1
"BEVAN, SCOTT A",2018,1
"BEVEN, LAURE",2016,1
"BEVEN, LAURE",2018,1
"BEVEN, LAURE",2019,1
"BEVILACQUA, ALESSANDRO",2016,1
"BEVILACQUA, PHILIP C",2018,1
"BEWERSDORF, JOERG",2016,1
"BEYAERT, RUDI",2019,1
"BEYER, HANNES M",2016,2
"BEYER, HANNES M",2018,3
"BEYER, PETER",2016,1
"BEYER, PETER",2018,2
"BEYERLEIN, KENNETH R",2019,1
"BEYNON, ROBERT J",2019,1
"BEYZAVI, ALI",2018,1
"BEZELJAK, URBAN",2016,1
"BHADRA, SANCHITA",2018,1
"BHAKTA, SHYAM P",2018,2
"BHAKTA, SHYAM P",2019,1
"BHAKTA, SHYAM P",2020,1
"BHALLA, PREM L",2019,1
"BHAMBRA, AVNINDER S",2018,1
"BHAMLA, M SAAD",2019,1
"BHAMLA, M SAAD",2020,1
"BHARALI, BIJU",2017,1
"BHARAT, TANMAY A M",2019,1
"BHATIA, P",2017,1
"BHATIA, SANGEETA N",2016,1
"BHATIA, SANGEETA N",2019,1
"BHATIA, SANGEETA N",2020,1
"BHATIA, SWAPNIL",2016,1
"BHATIA, SWAPNIL",2017,1
"BHATIA, SWAPNIL",2018,1
"BHATIA, SWAPNIL",2020,1
"BHATIA, TRIPTA",2018,1
"BHATIA, TRIPTA",2019,1
"BHATTACHARJEE, AMITABHA",2020,1
"BHATTACHARJEE, GARGI",2019,4
"BHATTACHARYA, AHANJIT",2017,1
"BHATTACHARYYA, KALISHANKAR",2017,1
"BHATTACHARYYA-PAKRASI, MAITRAYEE",2016,1
"BHATTI, AAMER IQBAL",2019,1
"BHAYA, DEVAKI",2017,1
"BHIMSARIA, DEVESH",2019,1
"BHUSHAN, AGNEYA",2019,1
"BHUSHAN, SHASHI",2019,1
"BI, CHANGHAO",2016,1
"BI, CHANGHAO",2018,1
"BI, CHANGHAO",2020,1
"BI, CHENG",2019,1
"BI, XIAOCHUN",2018,1
"BI, YUMIN",2016,1
"BI, YUMIN",2017,1
"BIAÃƒâ€¦Ã¢â‚¬Å¡AS, WOJCIECH",2020,1
"BIALAS, C",2016,1
"BIAN, GUANGKAI",2020,1
"BIAN, JUAN",2017,1
"BIANCHETTI, CHRISTOPHER M",2018,1
"BIARNES-CARRERA, MARC",2018,1
"BIAVA, HERNAN",2016,1
"BIAVA, HERNAN D",2019,1
"BICH, LEONARDO",2018,1
"BICH, LEONARDO",2019,1
"BICK, MATTHEW J",2018,1
"BIDDLE, WIL",2020,1
"BIEBER, ANNA",2016,1
"BIEDENDIECK, REBEKKA",2018,1
"BIELA, ARTUR",2018,1
"BIELECKI, STANISÃƒâ€¦Ã¢â‚¬Å¡AW",2020,1
"BIELING, PETER",2018,1
"BIELINSKI, VINCENT",2019,1
"BIERIG, TOBIAS",2019,1
"BIGGER, CATHERINE B",2019,1
"BIGGS, BRADLEY WALTERS",2016,1
"BIGGS, BRADLEY WALTERS",2018,1
"BIGGS, BRADLEY WALTERS",2019,2
"BIGGS, CATHERINE A",2017,1
"BIHARI, PÃƒÆ’Ã‚Â©TER",2016,1
"BILAL, MUHAMMAD",2017,2
"BILAL, MUHAMMAD",2018,2
"BILAL, MUHAMMAD",2019,2
"BILBY, STEVEN R",2018,1
"BILLER-ANDORNO, NIKOLA",2017,1
"BILLERBECK, SONJA",2016,1
"BILLERBECK, SONJA",2018,1
"BILLINGSLEY, JOHN M",2016,1
"BILLS, GERALD F",2016,1
"BILOTTA, MARIACONCETTA",2016,1
"BILOTTI, KATHARINA",2018,2
"BIN MANSOOR, MOHAMMAD EHSAN",2019,1
"BINDER, DENNIS",2016,1
"BINDER, DENNIS",2017,1
"BINER, OLIVIER",2016,1
"BINER, OLIVIER",2020,1
"BINGEN, JEREMY M",2017,1
"BINGHAM, KYLE S",2019,1
"BIONDI, ELISA",2016,1
"BIRCH, MARK A",2019,1
"BIRDSEYE, DEVON S",2017,1
"BIRDSEYE, DEVON S",2018,1
"BIRKEL, GARRETT W",2017,1
"BIRKHOLZ, OLIVER",2017,1
"BIRNBAUM, DANIEL P",2019,1
"BIRNER-GRUENBERGER, RUTH",2018,1
"BISEL, PHILIPPE",2019,1
"BISSCHOPS, MARKUS M M",2016,1
"BISSELL, ALEXANDER U",2020,1
"BISSELL, MICHAEL",2016,2
"BISSELL, MICHAEL",2017,1
"BISSELL, MICHAEL",2018,2
"BISSELL, MICHAEL",2019,2
"BISSELL, MICHAEL",2020,1
"BISWAS, ABHISHEK",2019,1
"BISWAS, SANDEEP",2019,1
"BITOK, J KIPCHIRCHIR",2016,1
"BITTIHN, PHILIP",2016,1
"BITTIHN, PHILIP",2017,1
"BITTIHN, PHILIP",2019,1
"BITTNER, JAMES G",2017,2
"BITTNER, PHILIPP",2019,1
"BITZAN, LISA",2017,1
"BIVONA, TREVER G",2019,1
"BIZ, ALESSANDRA",2018,1
"BIZJAK, MANCA",2016,1
"BIZZARRI, MARIANO",2019,1
"BJORK, SARA M",2018,1
"BJUERN, SARA P",2019,1
"BLAÃƒÆ’Ã…Â¸, LISA KATHARINA",2017,1
"BLACK, BEN E",2018,1
"BLACK, BEN E",2020,1
"BLACK, BRENNA A",2020,1
"BLACK, JOSHUA B",2017,1
"BLACKLOCK, KRISTIN M",2020,1
"BLAKE-HEDGES, JACQUELYN M",2016,1
"BLAKE-HEDGES, JACQUELYN M",2017,1
"BLAKE-HEDGES, JACQUELYN M",2019,1
"BLAKER, JONNY J",2019,1
"BLANCA, JOSÃƒÆ’Ã‚Â©",2016,1
"BLANCH, HARVEY",2016,1
"BLANCHARD, ALAIN",2019,1
"BLANCHARD, ANDREW E",2016,2
"BLANCHARD, ANDREW E",2017,1
"BLANCHINI, FRANCO",2016,1
"BLANCHINI, FRANCO",2018,1
"BLAND, MICHAEL J",2017,1
"BLANK, LARS M",2018,1
"BLANK, LARS M",2019,3
"BLANK, LARS M",2020,2
"BLANKENFELDT, WULF",2017,1
"BLASCHEK, HANS P",2016,2
"BLASCHEK, HANS P",2017,1
"BLASCHEK, HANS P",2018,1
"BLAZEJEWSKI, TOMASZ",2016,1
"BLAZEJEWSKI, TOMASZ",2017,1
"BLAZEJEWSKI, TOMASZ",2018,1
"BLAZEVIC, DRAGICA",2019,1
"BLECHL, ANN E",2016,1
"BLECKWEHL, TORE",2018,1
"BLEEM, ALISSA",2016,1
"BLEIJS, DIEDERIK A",2020,1
"BLEKER, CARISSA",2018,1
"BLENNER, MARK",2016,1
"BLENNER, MARK",2019,1
"BLERIS, LEONIDAS",2017,1
"BLESSING, DANIEL",2018,1
"BLEY, THOMAS",2018,1
"BLIN, KAI",2017,1
"BLIN, KAI",2020,1
"BLINOV, MICHAEL L",2020,1
"BLIXT, OLA",2018,1
"BLODGETT, JOSHUA",2017,1
"BLODGETT, JOSHUA",2019,1
"BLOM, JOCHEN",2017,1
"BLOMBACH, BASTIAN",2018,1
"BLOMBACH, BASTIAN",2019,1
"BLOMEIER, TIM",2018,1
"BLONDEL, DIMITRI V",2019,1
"BLOOM, JONATHAN M",2017,1
"BLOOM, JOSHUA S",2018,1
"BLOUNT, B A",2017,1
"BLOUNT, BENJAMIN A",2016,1
"BLOUNT, BENJAMIN A",2019,1
"BLOW, MATTHEW J",2019,1
"BLUESTONE, JEFFREY A",2016,1
"BLUESTONE, JEFFREY A",2018,1
"BLUESTONE, JEFFREY A",2019,1
"BLUM, PAUL",2016,1
"BLUM, STEVEN",2019,1
"BLUMENROTH, MALTE",2016,1
"BLUMHARDT, PETRA",2018,1
"BLUMHARDT, PHILIPP",2017,1
"BOADA, YADIRA",2019,1
"BOÃƒÆ’Ã‚Â«L, GREGORY",2019,1
"BOBEICA, SILVIA C",2019,1
"BOBER, JOSEF R",2018,1
"BOBROW, JOHANNA",2019,1
"BOCK, RALPH",2016,1
"BOCK, RALPH",2017,3
"BOCK, RALPH",2018,1
"BOCK, RALPH",2020,1
"BOCK, TOBIAS",2017,1
"BODDY, CHRISTOPHER N",2016,2
"BODDY, CHRISTOPHER N",2017,1
"BODE, HELGE B",2019,1
"BODE, JEFFREY W",2018,1
"BODENSCHATZ, EBERHARD",2018,1
